,epoch,d_loss,g_loss
0,1,0.16507457196712494,0.05965011566877365
1,2,0.16422751545906067,0.06559161841869354
2,3,0.1638568639755249,0.08176667988300323
3,4,0.16342929005622864,0.14661002159118652
4,5,0.16331708431243896,0.2083452343940735
5,6,0.16325832903385162,0.2663595676422119
6,7,0.1632322072982788,0.39983975887298584
7,8,0.1629127711057663,0.5331191420555115
8,9,0.16290760040283203,0.7338305115699768
9,10,0.16290190815925598,0.921562910079956
10,11,0.1628665030002594,1.1260089874267578
11,12,0.16280248761177063,1.3193912506103516
12,13,0.16277605295181274,1.471975564956665
13,14,0.16272933781147003,1.5636944770812988
14,15,0.1627381443977356,1.7047357559204102
15,16,0.16271039843559265,1.7563958168029785
16,17,0.16274426877498627,1.8330986499786377
17,18,0.16270753741264343,1.889377236366272
18,19,0.16268488764762878,1.959760069847107
19,20,0.162716343998909,2.0400731563568115
20,21,0.1627606302499771,2.1349220275878906
21,22,0.16267915070056915,2.2162160873413086
22,23,0.16269664466381073,2.321225881576538
23,24,0.16265015304088593,2.4048900604248047
24,25,0.162688210606575,2.559163808822632
25,26,0.16272000968456268,2.7011377811431885
26,27,0.16267968714237213,2.7730937004089355
27,28,0.16264835000038147,2.9121057987213135
28,29,0.16264304518699646,2.9787988662719727
29,30,0.1626717746257782,3.0644147396087646
30,31,0.1626901626586914,3.1740832328796387
31,32,0.16265390813350677,3.1761679649353027
32,33,0.16269001364707947,3.2831759452819824
33,34,0.1626662313938141,2.247954845428467
34,35,0.16273076832294464,2.2780275344848633
35,36,0.1626530885696411,2.2881240844726562
36,37,0.16276241838932037,2.3051774501800537
37,38,0.1626548171043396,2.2740583419799805
38,39,0.16263726353645325,2.3711986541748047
39,40,0.16263966262340546,2.460108757019043
40,41,0.16262182593345642,2.510470390319824
41,42,0.16272078454494476,2.4028842449188232
42,43,0.16265185177326202,2.4441609382629395
43,44,0.16264215111732483,2.568337917327881
44,45,0.16267186403274536,2.4929823875427246
45,46,0.1626417338848114,2.4799211025238037
46,47,0.16262908279895782,2.4687652587890625
47,48,0.16262570023536682,2.5695815086364746
48,49,0.16261953115463257,2.632084608078003
49,50,0.1626177430152893,2.543661594390869
50,51,0.16265229880809784,2.6636900901794434
51,52,0.1626225709915161,2.5525219440460205
52,53,0.16262701153755188,2.6477468013763428
53,54,0.162667915225029,2.6396098136901855
54,55,0.16263633966445923,2.780066967010498
55,56,0.16262772679328918,2.6715283393859863
56,57,0.16261914372444153,2.8081605434417725
57,58,0.1626155823469162,2.9642395973205566
58,59,0.16264450550079346,2.9244916439056396
59,60,0.16261544823646545,2.7869749069213867
60,61,0.16262346506118774,2.9660439491271973
61,62,0.16260896623134613,2.843381881713867
62,63,0.1626705527305603,2.907747507095337
63,64,0.16262184083461761,2.959665298461914
64,65,0.16262038052082062,3.028005361557007
65,66,0.1626197248697281,2.9601268768310547
66,67,0.16265401244163513,3.1819000244140625
67,68,0.16260960698127747,2.9852237701416016
68,69,0.1626107394695282,3.0045063495635986
69,70,0.16265222430229187,3.1002814769744873
70,71,0.1626066416501999,3.0851707458496094
71,72,0.16262806951999664,3.0690207481384277
72,73,0.1626187264919281,3.1138670444488525
73,74,0.16262690722942352,3.286288261413574
74,75,0.16263069212436676,3.342927932739258
75,76,0.16259878873825073,3.140333652496338
76,77,0.16261330246925354,3.352874517440796
77,78,0.16259820759296417,3.2173550128936768
78,79,0.1625949591398239,3.244168758392334
79,80,0.1625954806804657,3.311821460723877
80,81,0.16261520981788635,3.1895313262939453
81,82,0.16260096430778503,3.2504453659057617
82,83,0.16261115670204163,3.2312090396881104
83,84,0.16260522603988647,3.293416976928711
84,85,0.16260237991809845,3.74586820602417
85,86,0.16260255873203278,3.3407716751098633
86,87,0.16263887286186218,3.379457950592041
87,88,0.16259723901748657,3.5410873889923096
88,89,0.1626085340976715,3.476383686065674
89,90,0.16259947419166565,3.612691879272461
90,91,0.16261187195777893,3.3534178733825684
91,92,0.1626008152961731,3.422424793243408
92,93,0.1625903844833374,3.4195117950439453
93,94,0.16260561347007751,3.377039909362793
94,95,0.16263163089752197,3.483288288116455
95,96,0.16260316967964172,3.5398313999176025
96,97,0.16262774169445038,3.470669746398926
97,98,0.16259948909282684,3.4725584983825684
98,99,0.16259080171585083,3.5050647258758545
99,100,0.16259434819221497,3.4406557083129883
100,101,0.16258078813552856,3.446648120880127
101,102,0.16259801387786865,3.5995593070983887
102,103,0.16259035468101501,3.6068506240844727
103,104,0.16258789598941803,3.616230010986328
104,105,0.16258835792541504,3.605705499649048
105,106,0.16259169578552246,3.5800251960754395
106,107,0.162613183259964,3.7410573959350586
107,108,0.16259250044822693,3.642812967300415
108,109,0.1625884473323822,3.732957363128662
109,110,0.16258113086223602,3.6682510375976562
110,111,0.1625843644142151,3.66090726852417
111,112,0.1625901460647583,3.6914522647857666
112,113,0.16258502006530762,3.7551259994506836
113,114,0.1626150906085968,3.783477306365967
114,115,0.162578746676445,3.6916940212249756
115,116,0.16259481012821198,3.7896223068237305
116,117,0.16258881986141205,3.7748284339904785
117,118,0.16258536279201508,3.8811984062194824
118,119,0.16258345544338226,3.747143507003784
119,120,0.1625790148973465,3.763035535812378
120,121,0.16258427500724792,3.7801215648651123
121,122,0.16258321702480316,3.7848613262176514
122,123,0.16258063912391663,3.8870797157287598
123,124,0.16259610652923584,3.9262027740478516
124,125,0.16258451342582703,3.874887704849243
125,126,0.1625838577747345,3.9077260494232178
126,127,0.1625729501247406,3.8786675930023193
127,128,0.16258199512958527,3.953555107116699
128,129,0.1625841110944748,3.9356296062469482
129,130,0.1625792384147644,3.9597370624542236
130,131,0.16257628798484802,3.964369297027588
131,132,0.1625831127166748,4.01092004776001
132,133,0.16258521378040314,4.145853519439697
133,134,0.16257590055465698,4.039649963378906
134,135,0.16257494688034058,4.065435409545898
135,136,0.16258281469345093,4.12392520904541
136,137,0.16257119178771973,4.146119117736816
137,138,0.1625896394252777,4.151927947998047
138,139,0.16256839036941528,4.271575450897217
139,140,0.1625734269618988,4.289431095123291
140,141,0.16258519887924194,4.068655967712402
141,142,0.16257935762405396,4.187209129333496
142,143,0.16258354485034943,4.529882907867432
143,144,0.1625826060771942,4.160730361938477
144,145,0.1625705063343048,4.198278427124023
145,146,0.16257396340370178,4.112556457519531
146,147,0.1625763475894928,4.127206802368164
147,148,0.1625756025314331,4.150996685028076
148,149,0.16257578134536743,4.2605180740356445
149,150,0.16257533431053162,4.212104797363281
150,151,0.16257286071777344,4.239055156707764
151,152,0.16256588697433472,4.4253644943237305
152,153,0.1625697910785675,4.263096809387207
153,154,0.16256824135780334,4.290401458740234
154,155,0.1625739485025406,4.328868865966797
155,156,0.16257482767105103,4.309719085693359
156,157,0.162570521235466,4.228614330291748
157,158,0.1625693440437317,4.0463666915893555
158,159,0.16256535053253174,4.3891777992248535
159,160,0.16256418824195862,4.21953821182251
160,161,0.16256508231163025,4.263657093048096
161,162,0.16257458925247192,4.273254871368408
162,163,0.16256490349769592,4.298094749450684
163,164,0.16257533431053162,4.343317031860352
164,165,0.16256752610206604,4.376173973083496
165,166,0.1625685840845108,4.392584800720215
166,167,0.16256311535835266,4.3741350173950195
167,168,0.162565216422081,4.454852104187012
168,169,0.1625688225030899,4.572168827056885
169,170,0.1625603884458542,4.220329284667969
170,171,0.16256192326545715,4.432016849517822
171,172,0.16256284713745117,4.439733982086182
172,173,0.16256222128868103,4.398448944091797
173,174,0.16255967319011688,4.560426235198975
174,175,0.1625646948814392,4.48618745803833
175,176,0.16257146000862122,4.5301194190979
176,177,0.16258811950683594,4.4536943435668945
177,178,0.16256923973560333,4.540622711181641
178,179,0.16257381439208984,4.512789249420166
179,180,0.16256183385849,4.583788871765137
180,181,0.1625620275735855,4.5256266593933105
181,182,0.16256321966648102,4.424927711486816
182,183,0.16256117820739746,4.443415641784668
183,184,0.16255828738212585,4.422718048095703
184,185,0.1625623255968094,4.527070045471191
185,186,0.16255885362625122,4.491039752960205
186,187,0.16255629062652588,4.602484703063965
187,188,0.16255590319633484,4.586177349090576
188,189,0.16255852580070496,4.495687484741211
189,190,0.1625560075044632,4.5864033699035645
190,191,0.16255557537078857,4.586678981781006
191,192,0.16255509853363037,4.566934108734131
192,193,0.1625598669052124,4.646822929382324
193,194,0.16255590319633484,4.085438251495361
194,195,0.16255420446395874,4.375674247741699
195,196,0.16255947947502136,4.461804389953613
196,197,0.16255614161491394,4.658990859985352
197,198,0.16255629062652588,4.673388481140137
198,199,0.1625574827194214,4.656766891479492
199,200,0.16255463659763336,4.708215713500977
